Station Name,Latitude,Longitude,Elevation,Year,Month,Day,Avg Temp,Avg Temp Flag,Penman PET,Penman PET Flag,Rainfall,Rainfall Flag
Grand Forks,47.83633,-97.066838,846,2000,1,1,-11.044,,0.406,,,M
Grand Forks,47.83633,-97.066838,846,2000,1,2,-11.855,,0.406,,,M
Grand Forks,47.83633,-97.066838,846,2000,1,3,-16.99,,0.406,,,M
Grand Forks,47.83633,-97.066838,846,2000,1,4,-18.32,,0.457,,,M
Grand Forks,47.83633,-97.066838,846,2000,1,5,-7.278,,0.94,,,M
Grand Forks,47.83633,-97.066838,846,2000,1,6,-15.695,,0.457,,,M
Grand Forks,47.83633,-97.066838,846,2000,1,7,-12.235,,0.864,,,M
Grand Forks,47.83633,-97.066838,846,2000,1,8,-4.532,,0.533,,,M
Grand Forks,47.83633,-97.066838,846,2000,1,9,-2.983,,0.457,,,M
Grand Forks,47.83633,-97.066838,846,2000,1,10,-9.221,,0.406,,,M
Grand Forks,47.83633,-97.066838,846,2000,1,11,-18.795,,0.457,,,M
Grand Forks,47.83633,-97.066838,846,2000,1,12,-19.935,,0.356,,,M
Grand Forks,47.83633,-97.066838,846,2000,1,13,-17.485,,0.305,,,M
Grand Forks,47.83633,-97.066838,846,2000,1,14,-12.339,,0.508,,,M
Grand Forks,47.83633,-97.066838,846,2000,1,15,-16.365,,0.584,,,M
Grand Forks,47.83633,-97.066838,846,2000,1,16,-17.61,,0.787,,,M
Grand Forks,47.83633,-97.066838,846,2000,1,17,-7.086,,1.219,,,M
Grand Forks,47.83633,-97.066838,846,2000,1,18,-12.81,,0.432,,,M
Grand Forks,47.83633,-97.066838,846,2000,1,19,-18.235,,0.61,,,M
Grand Forks,47.83633,-97.066838,846,2000,1,20,-20.52,,0.229,,,M
Grand Forks,47.83633,-97.066838,846,2000,1,21,-19.53,,0.508,,,M
Grand Forks,47.83633,-97.066838,846,2000,1,22,-12.86,,0.838,,,M
Grand Forks,47.83633,-97.066838,846,2000,1,23,-15.435,,0.686,,,M
Grand Forks,47.83633,-97.066838,846,2000,1,24,-10.193,,0.737,,,M
Grand Forks,47.83633,-97.066838,846,2000,1,25,-12.518,,0.635,,,M
Grand Forks,47.83633,-97.066838,846,2000,1,26,-14.67,,0.66,,,M
Grand Forks,47.83633,-97.066838,846,2000,1,27,-11.009,,1.016,,,M
Grand Forks,47.83633,-97.066838,846,2000,1,28,-8.381,,1.067,,,M
Grand Forks,47.83633,-97.066838,846,2000,1,29,-9.941,,0.584,,,M
Grand Forks,47.83633,-97.066838,846,2000,1,30,-8.788,,0.686,,,M
Grand Forks,47.83633,-97.066838,846,2000,1,31,-6.846,,0.66,,,M
Grand Forks,47.83633,-97.066838,846,2000,2,1,-7.597,,0.457,,,M
Grand Forks,47.83633,-97.066838,846,2000,2,2,0.765,,2.718,,,M
Grand Forks,47.83633,-97.066838,846,2000,2,3,-5.286,,0.787,,,M
Grand Forks,47.83633,-97.066838,846,2000,2,4,-7.922,,1.245,,,M
Grand Forks,47.83633,-97.066838,846,2000,2,5,-8.097,,0.965,,,M
Grand Forks,47.83633,-97.066838,846,2000,2,6,-5.756,,1.829,,,M
Grand Forks,47.83633,-97.066838,846,2000,2,7,-10.089,,0.94,,,M
Grand Forks,47.83633,-97.066838,846,2000,2,8,0.39,,2.591,,,M
Grand Forks,47.83633,-97.066838,846,2000,2,9,-7.988,,1.422,,,M
Grand Forks,47.83633,-97.066838,846,2000,2,10,-12.92,,1.168,,,M
Grand Forks,47.83633,-97.066838,846,2000,2,11,-14.585,,0.914,,,M
Grand Forks,47.83633,-97.066838,846,2000,2,12,-11.629,,1.041,,,M
Grand Forks,47.83633,-97.066838,846,2000,2,13,-17.06,,0.737,,,M
Grand Forks,47.83633,-97.066838,846,2000,2,14,-8.773,,1.27,,,M
Grand Forks,47.83633,-97.066838,846,2000,2,15,-11.214,,0.889,,,M
Grand Forks,47.83633,-97.066838,846,2000,2,16,-13.525,,0.737,,,M
Grand Forks,47.83633,-97.066838,846,2000,2,17,-10.294,,0.584,,,M
Grand Forks,47.83633,-97.066838,846,2000,2,18,-8.3,,1.321,,,M
Grand Forks,47.83633,-97.066838,846,2000,2,19,-8.476,,1.778,,,M
Grand Forks,47.83633,-97.066838,846,2000,2,20,-0.795,,2.743,,,M
Grand Forks,47.83633,-97.066838,846,2000,2,21,-0.41,,2.108,,,M
Grand Forks,47.83633,-97.066838,846,2000,2,22,5.467,,2.997,,,M
Grand Forks,47.83633,-97.066838,846,2000,2,23,4.045,,1.854,,,M
Grand Forks,47.83633,-97.066838,846,2000,2,24,4.588,,0.229,,,M
Grand Forks,47.83633,-97.066838,846,2000,2,25,5.707,,0.025,,,M
Grand Forks,47.83633,-97.066838,846,2000,2,26,2.792,,0.711,,,M
Grand Forks,47.83633,-97.066838,846,2000,2,27,3.374,,1.778,,,M
Grand Forks,47.83633,-97.066838,846,2000,2,28,5.304,,1.981,,,M
Grand Forks,47.83633,-97.066838,846,2000,2,29,2.774,,1.626,,,M
Grand Forks,47.83633,-97.066838,846,2000,3,1,-0.878,,1.346,,,M
Grand Forks,47.83633,-97.066838,846,2000,3,2,0.701,,1.092,,,M
Grand Forks,47.83633,-97.066838,846,2000,3,3,6.864,,2.184,,,M
Grand Forks,47.83633,-97.066838,846,2000,3,4,5.429,,1.676,,,M
Grand Forks,47.83633,-97.066838,846,2000,3,5,9.224,,2.311,,,M
Grand Forks,47.83633,-97.066838,846,2000,3,6,7.294,,1.575,,,M
Grand Forks,47.83633,-97.066838,846,2000,3,7,7.419,,1.854,,,M
Grand Forks,47.83633,-97.066838,846,2000,3,8,-0.485,,1.778,,,M
Grand Forks,47.83633,-97.066838,846,2000,3,9,-8.276,,2.032,,,M
Grand Forks,47.83633,-97.066838,846,2000,3,10,-4.647,,1.702,,,M
Grand Forks,47.83633,-97.066838,846,2000,3,11,-4.043,,1.956,,,M
Grand Forks,47.83633,-97.066838,846,2000,3,12,-5.196,,1.651,,,M
Grand Forks,47.83633,-97.066838,846,2000,3,13,-2.148,,1.067,,,M
Grand Forks,47.83633,-97.066838,846,2000,3,14,-4.927,,1.143,,,M
Grand Forks,47.83633,-97.066838,846,2000,3,15,-7.64,,2.134,,,M
Grand Forks,47.83633,-97.066838,846,2000,3,16,-5.888,,1.753,,,M
Grand Forks,47.83633,-97.066838,846,2000,3,17,-2.541,,2.21,,,M
Grand Forks,47.83633,-97.066838,846,2000,3,18,4.107,,3.454,,,M
Grand Forks,47.83633,-97.066838,846,2000,3,19,2.577,,2.21,,,M
Grand Forks,47.83633,-97.066838,846,2000,3,20,1.379,,0.66,,,M
Grand Forks,47.83633,-97.066838,846,2000,3,21,5.139,,2.007,,,M
Grand Forks,47.83633,-97.066838,846,2000,3,22,8.128,,3.48,,,M
Grand Forks,47.83633,-97.066838,846,2000,3,23,7.244,,1.651,,,M
Grand Forks,47.83633,-97.066838,846,2000,3,24,7.543,,1.372,,,M
Grand Forks,47.83633,-97.066838,846,2000,3,25,6.232,,4.064,,,M
Grand Forks,47.83633,-97.066838,846,2000,3,26,5.349,,2.591,,,M
Grand Forks,47.83633,-97.066838,846,2000,3,27,-0.561,,2.134,,,M
Grand Forks,47.83633,-97.066838,846,2000,3,28,1.49,,3.124,,,M
Grand Forks,47.83633,-97.066838,846,2000,3,29,4.599,,2.87,,,M
Grand Forks,47.83633,-97.066838,846,2000,3,30,8.787,,3.327,,,M
Grand Forks,47.83633,-97.066838,846,2000,3,31,4.314,,1.372,,,M
Grand Forks,47.83633,-97.066838,846,2000,4,1,5.855,,3.226,,0,
Grand Forks,47.83633,-97.066838,846,2000,4,2,3.573,,1.067,,6.096,
Grand Forks,47.83633,-97.066838,846,2000,4,3,1.723,,3.327,,0,
Grand Forks,47.83633,-97.066838,846,2000,4,4,3.272,,3.48,,0,
Grand Forks,47.83633,-97.066838,846,2000,4,5,6.331,,2.616,,2.54,
Grand Forks,47.83633,-97.066838,846,2000,4,6,-1.953,,3.175,,0,
Grand Forks,47.83633,-97.066838,846,2000,4,7,0.871,,2.997,,0,
Grand Forks,47.83633,-97.066838,846,2000,4,8,5.996,,4.267,,0,
Grand Forks,47.83633,-97.066838,846,2000,4,9,0.526,,3.302,,0,
Grand Forks,47.83633,-97.066838,846,2000,4,10,-3.285,,0.991,,0,
Grand Forks,47.83633,-97.066838,846,2000,4,11,-2.173,,1.956,,2.032,
Grand Forks,47.83633,-97.066838,846,2000,4,12,0.363,,1.549,,0,
Grand Forks,47.83633,-97.066838,846,2000,4,13,2.988,,1.905,,0,
Grand Forks,47.83633,-97.066838,846,2000,4,14,-6.157,,1.448,,0.254,
Grand Forks,47.83633,-97.066838,846,2000,4,15,-3.823,,2.946,,0.508,
Grand Forks,47.83633,-97.066838,846,2000,4,16,2.094,,2.769,,0,
Grand Forks,47.83633,-97.066838,846,2000,4,17,3.702,,2.311,,0,
Grand Forks,47.83633,-97.066838,846,2000,4,18,7.764,,5.461,,0.254,
Grand Forks,47.83633,-97.066838,846,2000,4,19,5.417,,5.105,,0,
Grand Forks,47.83633,-97.066838,846,2000,4,20,6.899,,4.978,,0,
Grand Forks,47.83633,-97.066838,846,2000,4,21,11.056,,7.239,,0,
Grand Forks,47.83633,-97.066838,846,2000,4,22,11.301,,6.401,,0,
Grand Forks,47.83633,-97.066838,846,2000,4,23,12.242,,6.147,,0,
Grand Forks,47.83633,-97.066838,846,2000,4,24,12.894,,7.214,,0,
Grand Forks,47.83633,-97.066838,846,2000,4,25,13.678,,6.198,,0,
Grand Forks,47.83633,-97.066838,846,2000,4,26,10.835,,1.93,,0,
Grand Forks,47.83633,-97.066838,846,2000,4,27,10.378,,4.293,,1.778,
Grand Forks,47.83633,-97.066838,846,2000,4,28,9.412,,5.715,,0,
Grand Forks,47.83633,-97.066838,846,2000,4,29,10.393,,7.264,,0,
Grand Forks,47.83633,-97.066838,846,2000,4,30,14.12,,4.851,,5.588,
Grand Forks,47.83633,-97.066838,846,2000,5,1,9.147,,5.258,,0,
Grand Forks,47.83633,-97.066838,846,2000,5,2,14.899,,9.779,,0,
Grand Forks,47.83633,-97.066838,846,2000,5,3,19.17,,10.185,,0,
Grand Forks,47.83633,-97.066838,846,2000,5,4,16.074,,8.052,,0,
Grand Forks,47.83633,-97.066838,846,2000,5,5,21.465,,7.264,,0,
Grand Forks,47.83633,-97.066838,846,2000,5,6,17.73,,6.096,,0,
Grand Forks,47.83633,-97.066838,846,2000,5,7,14.399,,3.734,,2.54,
Grand Forks,47.83633,-97.066838,846,2000,5,8,13.26,,6.274,,5.334,
Grand Forks,47.83633,-97.066838,846,2000,5,9,11.962,,6.782,,0,
Grand Forks,47.83633,-97.066838,846,2000,5,10,12.266,,3.2,,0,
Grand Forks,47.83633,-97.066838,846,2000,5,11,10.582,,1.295,,0,
Grand Forks,47.83633,-97.066838,846,2000,5,12,7.437,,3.353,,1.524,
Grand Forks,47.83633,-97.066838,846,2000,5,13,5.285,,4.242,,0,
Grand Forks,47.83633,-97.066838,846,2000,5,14,8.841,,6.248,,0,
Grand Forks,47.83633,-97.066838,846,2000,5,15,10.998,,4.851,,0,
Grand Forks,47.83633,-97.066838,846,2000,5,16,12.639,,5.309,,0,
Grand Forks,47.83633,-97.066838,846,2000,5,17,11.602,,7.163,,0,
Grand Forks,47.83633,-97.066838,846,2000,5,18,10.173,,7.493,,0,
Grand Forks,47.83633,-97.066838,846,2000,5,19,14.417,,9.677,,0,
Grand Forks,47.83633,-97.066838,846,2000,5,20,12.46,,2.261,,0.508,
Grand Forks,47.83633,-97.066838,846,2000,5,21,15.161,,3.683,,1.016,
Grand Forks,47.83633,-97.066838,846,2000,5,22,14.565,,4.496,,0,
Grand Forks,47.83633,-97.066838,846,2000,5,23,17.695,,10.795,,0,
Grand Forks,47.83633,-97.066838,846,2000,5,24,14.06,,8.534,,0,
Grand Forks,47.83633,-97.066838,846,2000,5,25,12.865,,6.858,,0,
Grand Forks,47.83633,-97.066838,846,2000,5,26,15.761,,10.795,,0,
Grand Forks,47.83633,-97.066838,846,2000,5,27,11.09,,2.794,,0.762,
Grand Forks,47.83633,-97.066838,846,2000,5,28,13.78,,5.893,,0,
Grand Forks,47.83633,-97.066838,846,2000,5,29,13.74,,2.438,,1.778,
Grand Forks,47.83633,-97.066838,846,2000,5,30,15.143,,7.696,,0,
Grand Forks,47.83633,-97.066838,846,2000,5,31,10.434,,4.394,,0.254,
Grand Forks,47.83633,-97.066838,846,2000,6,1,11.99,,2.032,,1.016,
Grand Forks,47.83633,-97.066838,846,2000,6,2,14.077,,7.366,,0,
Grand Forks,47.83633,-97.066838,846,2000,6,3,11.097,,2.057,,0,
Grand Forks,47.83633,-97.066838,846,2000,6,4,14.16,,7.264,,0,
Grand Forks,47.83633,-97.066838,846,2000,6,5,14.239,,8.001,,0,
Grand Forks,47.83633,-97.066838,846,2000,6,6,16.793,E,8.814,,0,
Grand Forks,47.83633,-97.066838,846,2000,6,7,23.79,,9.982,,0,
Grand Forks,47.83633,-97.066838,846,2000,6,8,21.175,,9.093,,0,
Grand Forks,47.83633,-97.066838,846,2000,6,9,25.22,,11.963,,0,
Grand Forks,47.83633,-97.066838,846,2000,6,10,15.915,,6.426,,0,
Grand Forks,47.83633,-97.066838,846,2000,6,11,16.527,,6.985,,0,
Grand Forks,47.83633,-97.066838,846,2000,6,12,24.105,,8.484,,0,
Grand Forks,47.83633,-97.066838,846,2000,6,13,18.86,,2.286,,20.32,
Grand Forks,47.83633,-97.066838,846,2000,6,14,14.74,,2.565,,43.18,
Grand Forks,47.83633,-97.066838,846,2000,6,15,13.705,,1.778,,3.048,
Grand Forks,47.83633,-97.066838,846,2000,6,16,9.474,,3.683,,0.254,
Grand Forks,47.83633,-97.066838,846,2000,6,17,11.168,,3.835,,0.508,
Grand Forks,47.83633,-97.066838,846,2000,6,18,15.21,,5.461,,0.508,
Grand Forks,47.83633,-97.066838,846,2000,6,19,16.005,,4.75,,28.448,
Grand Forks,47.83633,-97.066838,846,2000,6,20,17.19,,2.616,,9.144,
Grand Forks,47.83633,-97.066838,846,2000,6,21,16.26,,2.286,,11.938,
Grand Forks,47.83633,-97.066838,846,2000,6,22,19.02,,6.198,,0,
Grand Forks,47.83633,-97.066838,846,2000,6,23,20.195,,5.486,,0,
Grand Forks,47.83633,-97.066838,846,2000,6,24,18.61,,6.604,,0,
Grand Forks,47.83633,-97.066838,846,2000,6,25,16.605,,2.362,,0.254,
Grand Forks,47.83633,-97.066838,846,2000,6,26,15.425,,6.35,,0,
Grand Forks,47.83633,-97.066838,846,2000,6,27,14.5,,4.013,,0,
